ds;y
05/10/2016;270
06/10/2016;240
07/10/2016;250
08/10/2016;270
09/10/2016;310
10/10/2016;220
11/10/2016;370
12/10/2016;210
13/10/2016;270
14/10/2016;240
15/10/2016;350
16/10/2016;320
17/10/2016;190
18/10/2016;200
19/10/2016;230
20/10/2016;310
21/10/2016;260
22/10/2016;300
23/10/2016;370
24/10/2016;150
25/10/2016;260
26/10/2016;260
27/10/2016;250
28/10/2016;280
29/10/2016;300
30/10/2016;300
31/10/2016;280
01/11/2016;220
02/11/2016;240
03/11/2016;270
04/11/2016;380
05/11/2016;360
06/11/2016;400
07/11/2016;190
08/11/2016;240
09/11/2016;250
10/11/2016;250
11/11/2016;240
12/11/2016;320
13/11/2016;370
14/11/2016;280
15/11/2016;340
16/11/2016;260
17/11/2016;320
18/11/2016;250
19/11/2016;360
20/11/2016;350
21/11/2016;180
22/11/2016;260
23/11/2016;310
24/11/2016;340
25/11/2016;270
26/11/2016;350
27/11/2016;170
28/11/2016;310
29/11/2016;140
30/11/2016;310
01/12/2016;170
02/12/2016;200
03/12/2016;270
04/12/2016;210
05/12/2016;140
06/12/2016;190
07/12/2016;220
08/12/2016;170
09/12/2016;280
10/12/2016;250
11/12/2016;240
12/12/2016;110
13/12/2016;200
14/12/2016;200
15/12/2016;210
16/12/2016;300
17/12/2016;280
18/12/2016;290
19/12/2016;210
20/12/2016;240
21/12/2016;160
22/12/2016;190
23/12/2016;200
24/12/2016;200
25/12/2016;260
26/12/2016;150
27/12/2016;310
28/12/2016;210
29/12/2016;190
30/12/2016;240
31/12/2016;350
01/01/2017;250
02/01/2017;160
03/01/2017;220
04/01/2017;160
05/01/2017;170
06/01/2017;180
07/01/2017;170
08/01/2017;230
09/01/2017;120
10/01/2017;240
11/01/2017;220
12/01/2017;140
13/01/2017;180
14/01/2017;130
15/01/2017;170
16/01/2017;140
17/01/2017;210
18/01/2017;200
19/01/2017;240
20/01/2017;170
21/01/2017;270
22/01/2017;200
23/01/2017;160
24/01/2017;270
25/01/2017;190
26/01/2017;210
27/01/2017;220
28/01/2017;210
29/01/2017;280
30/01/2017;170
31/01/2017;180
01/02/2017;250
02/02/2017;170
03/02/2017;180
04/02/2017;210
05/02/2017;220
06/02/2017;160
07/02/2017;160
08/02/2017;180
09/02/2017;230
10/02/2017;190
11/02/2017;270
12/02/2017;330
13/02/2017;160
14/02/2017;160
15/02/2017;180
16/02/2017;260
17/02/2017;140
18/02/2017;250
19/02/2017;160
20/02/2017;130
21/02/2017;220
22/02/2017;170
23/02/2017;380
24/02/2017;190
25/02/2017;270
26/02/2017;220
27/02/2017;190
28/02/2017;210
01/03/2017;210
02/03/2017;350
03/03/2017;340
04/03/2017;250
05/03/2017;380
06/03/2017;180
07/03/2017;180
08/03/2017;180
09/03/2017;220
10/03/2017;260
11/03/2017;300
12/03/2017;230
13/03/2017;190
14/03/2017;170
15/03/2017;360
16/03/2017;260
17/03/2017;190
18/03/2017;270
19/03/2017;300
20/03/2017;150
21/03/2017;250
22/03/2017;160
23/03/2017;200
24/03/2017;270
25/03/2017;350
26/03/2017;280
27/03/2017;270
28/03/2017;210
29/03/2017;250
30/03/2017;260
31/03/2017;340
01/04/2017;270
02/04/2017;360
03/04/2017;190
04/04/2017;320
05/04/2017;280
06/04/2017;210
07/04/2017;350
08/04/2017;280
09/04/2017;370
10/04/2017;300
11/04/2017;250
12/04/2017;210
13/04/2017;370
14/04/2017;370
15/04/2017;350
16/04/2017;330
17/04/2017;280
18/04/2017;340
19/04/2017;210
20/04/2017;270
21/04/2017;380
22/04/2017;300
23/04/2017;300
24/04/2017;240
25/04/2017;260
26/04/2017;210
27/04/2017;380
28/04/2017;260
29/04/2017;270
30/04/2017;450
01/05/2017;180
02/05/2017;390
03/05/2017;390
04/05/2017;290
05/05/2017;420
06/05/2017;400
07/05/2017;380
08/05/2017;190
09/05/2017;310
10/05/2017;260
11/05/2017;310
12/05/2017;260
13/05/2017;310
14/05/2017;390
15/05/2017;320
16/05/2017;300
17/05/2017;290
18/05/2017;290
19/05/2017;310
20/05/2017;400
21/05/2017;330
22/05/2017;310
23/05/2017;230
24/05/2017;350
25/05/2017;380
26/05/2017;350
27/05/2017;390
28/05/2017;310
29/05/2017;200
30/05/2017;300
31/05/2017;360
01/06/2017;430
02/06/2017;290
03/06/2017;390
04/06/2017;590
05/06/2017;300
06/06/2017;330
07/06/2017;310
08/06/2017;480
09/06/2017;260
10/06/2017;480
11/06/2017;370
12/06/2017;330
13/06/2017;300
14/06/2017;310
15/06/2017;270
16/06/2017;420
17/06/2017;340
18/06/2017;440
19/06/2017;370
20/06/2017;270
21/06/2017;270
22/06/2017;300
23/06/2017;350
24/06/2017;310
25/06/2017;400
26/06/2017;320
27/06/2017;280
28/06/2017;410
29/06/2017;390
30/06/2017;410
01/07/2017;320
02/07/2017;530
03/07/2017;320
04/07/2017;460
05/07/2017;340
06/07/2017;270
07/07/2017;320
08/07/2017;450
09/07/2017;400
10/07/2017;260
11/07/2017;330
12/07/2017;310
13/07/2017;310
14/07/2017;400
15/07/2017;350
16/07/2017;500
17/07/2017;220
18/07/2017;200
19/07/2017;270
20/07/2017;390
21/07/2017;340
22/07/2017;430
23/07/2017;430
24/07/2017;200
25/07/2017;290
26/07/2017;390
27/07/2017;260
28/07/2017;320
29/07/2017;400
30/07/2017;390
31/07/2017;200
01/08/2017;250
02/08/2017;280
03/08/2017;430
04/08/2017;310
05/08/2017;440
06/08/2017;350
07/08/2017;230
08/08/2017;330
09/08/2017;350
10/08/2017;300
11/08/2017;290
12/08/2017;350
13/08/2017;440
14/08/2017;190
15/08/2017;280
16/08/2017;230
17/08/2017;300
18/08/2017;210
19/08/2017;350
20/08/2017;390
21/08/2017;220
22/08/2017;210
23/08/2017;350
24/08/2017;420
25/08/2017;270
26/08/2017;310
27/08/2017;520
28/08/2017;330
29/08/2017;180
30/08/2017;360
31/08/2017;320
01/09/2017;320
02/09/2017;380
03/09/2017;400
04/09/2017;200
05/09/2017;170
06/09/2017;230
07/09/2017;240
08/09/2017;380
09/09/2017;290
10/09/2017;340
11/09/2017;250
12/09/2017;200
13/09/2017;340
14/09/2017;270
15/09/2017;240
16/09/2017;270
17/09/2017;240
18/09/2017;230
19/09/2017;340
20/09/2017;350
21/09/2017;330
22/09/2017;410
23/09/2017;380
24/09/2017;460
25/09/2017;310
26/09/2017;270
27/09/2017;300
28/09/2017;270
29/09/2017;290
30/09/2017;330
01/10/2017;310
02/10/2017;180
03/10/2017;340
04/10/2017;330
05/10/2017;300
06/10/2017;290
07/10/2017;340
08/10/2017;250
09/10/2017;150
10/10/2017;280
11/10/2017;220
12/10/2017;190
13/10/2017;350
14/10/2017;300
15/10/2017;440
16/10/2017;240
17/10/2017;210
18/10/2017;360
19/10/2017;250
20/10/2017;290
21/10/2017;320
22/10/2017;310
23/10/2017;230
24/10/2017;240
25/10/2017;150
26/10/2017;240
27/10/2017;240
28/10/2017;250
29/10/2017;330
30/10/2017;270
31/10/2017;270
01/11/2017;430
02/11/2017;310
03/11/2017;410
04/11/2017;390
05/11/2017;300
06/11/2017;220
07/11/2017;360
08/11/2017;370
09/11/2017;260
10/11/2017;370
11/11/2017;400
12/11/2017;310
13/11/2017;230
14/11/2017;290
15/11/2017;250
16/11/2017;290
17/11/2017;450
18/11/2017;280
19/11/2017;320
20/11/2017;220
21/11/2017;270
22/11/2017;330
23/11/2017;290
24/11/2017;400
25/11/2017;400
26/11/2017;440
27/11/2017;230
28/11/2017;250
29/11/2017;240
30/11/2017;400
01/12/2017;220
02/12/2017;350
03/12/2017;290
04/12/2017;150
05/12/2017;300
06/12/2017;260
07/12/2017;250
08/12/2017;290
09/12/2017;220
10/12/2017;260
11/12/2017;120
12/12/2017;160
13/12/2017;180
14/12/2017;170
15/12/2017;330
16/12/2017;310
17/12/2017;270
18/12/2017;220
19/12/2017;200
20/12/2017;210
21/12/2017;150
22/12/2017;280
23/12/2017;140
24/12/2017;230
25/12/2017;210
26/12/2017;220
27/12/2017;190
28/12/2017;170
29/12/2017;260
30/12/2017;220
31/12/2017;260
01/01/2016;320
02/01/2016;320
03/01/2016;350
04/01/2016;290
05/01/2016;300
06/01/2016;240
07/01/2016;340
08/01/2016;350
09/01/2016;380
10/01/2016;400
11/01/2016;320
12/01/2016;340
13/01/2016;360
14/01/2016;360
15/01/2016;290
16/01/2016;310
17/01/2016;330
18/01/2016;230
19/01/2016;350
20/01/2016;340
21/01/2016;370
22/01/2016;400
23/01/2016;450
24/01/2016;440
25/01/2016;290
26/01/2016;320
27/01/2016;330
28/01/2016;320
29/01/2016;360
30/01/2016;340
31/01/2016;500
01/02/2016;350
02/02/2016;360
03/02/2016;350
04/02/2016;370
05/02/2016;320
06/02/2016;410
07/02/2016;430
08/02/2016;330
09/02/2016;370
10/02/2016;350
11/02/2016;360
12/02/2016;410
13/02/2016;410
14/02/2016;490
15/02/2016;440
16/02/2016;350
17/02/2016;380
18/02/2016;390
19/02/2016;410
20/02/2016;410
21/02/2016;310
22/02/2016;450
23/02/2016;320
24/02/2016;290
25/02/2016;250
26/02/2016;380
27/02/2016;490
28/02/2016;340
29/02/2016;260
01/03/2016;430
02/03/2016;420
03/03/2016;560
04/03/2016;400
05/03/2016;400
06/03/2016;570
07/03/2016;190
08/03/2016;430
09/03/2016;420
10/03/2016;480
11/03/2016;620
12/03/2016;520
13/03/2016;540
14/03/2016;280
15/03/2016;450
16/03/2016;440
17/03/2016;390
18/03/2016;550
19/03/2016;460
20/03/2016;470
21/03/2016;320
22/03/2016;340
23/03/2016;320
24/03/2016;510
25/03/2016;420
26/03/2016;460
27/03/2016;420
28/03/2016;370
29/03/2016;430
30/03/2016;370
31/03/2016;440
01/04/2016;540
02/04/2016;620
03/04/2016;730
04/04/2016;480
05/04/2016;400
06/04/2016;410
07/04/2016;450
08/04/2016;400
09/04/2016;590
10/04/2016;670
11/04/2016;350
12/04/2016;420
13/04/2016;600
14/04/2016;410
15/04/2016;610
16/04/2016;500
17/04/2016;580
18/04/2016;420
19/04/2016;490
20/04/2016;640
21/04/2016;570
22/04/2016;590
23/04/2016;490
24/04/2016;700
25/04/2016;430
26/04/2016;490
27/04/2016;460
28/04/2016;460
29/04/2016;580
30/04/2016;660
01/05/2016;620
02/05/2016;330
03/05/2016;560
04/05/2016;500
05/05/2016;530
06/05/2016;420
07/05/2016;800
08/05/2016;740
09/05/2016;440
10/05/2016;420
11/05/2016;600
12/05/2016;560
13/05/2016;560
14/05/2016;560
15/05/2016;570
16/05/2016;440
17/05/2016;540
18/05/2016;560
19/05/2016;620
20/05/2016;540
21/05/2016;540
22/05/2016;660
23/05/2016;370
24/05/2016;360
25/05/2016;430
26/05/2016;620
27/05/2016;440
28/05/2016;640
29/05/2016;740
30/05/2016;390
31/05/2016;510
01/06/2016;620
02/06/2016;680
03/06/2016;560
04/06/2016;650
05/06/2016;810
06/06/2016;490
07/06/2016;450
08/06/2016;460
09/06/2016;680
10/06/2016;620
11/06/2016;720
12/06/2016;580
13/06/2016;410
14/06/2016;550
15/06/2016;550
16/06/2016;550
17/06/2016;530
18/06/2016;670
19/06/2016;610
20/06/2016;490
21/06/2016;690
22/06/2016;480
23/06/2016;570
24/06/2016;670
25/06/2016;640
26/06/2016;680
27/06/2016;290
28/06/2016;450
29/06/2016;570
30/06/2016;640
01/07/2016;690
02/07/2016;650
03/07/2016;810
04/07/2016;450
05/07/2016;640
06/07/2016;590
07/07/2016;740
08/07/2016;640
09/07/2016;650
10/07/2016;800
11/07/2016;420
12/07/2016;710
13/07/2016;540
14/07/2016;720
15/07/2016;770
16/07/2016;660
17/07/2016;810
18/07/2016;570
19/07/2016;520
20/07/2016;620
21/07/2016;570
22/07/2016;620
23/07/2016;630
24/07/2016;870
25/07/2016;470
26/07/2016;500
27/07/2016;530
28/07/2016;570
29/07/2016;590
30/07/2016;680
31/07/2016;790
01/08/2016;340
02/08/2016;470
03/08/2016;460
04/08/2016;540
05/08/2016;550
06/08/2016;590
07/08/2016;550
08/08/2016;470
09/08/2016;550
10/08/2016;560
11/08/2016;480
12/08/2016;510
13/08/2016;600
14/08/2016;690
15/08/2016;430
16/08/2016;460
17/08/2016;520
18/08/2016;730
19/08/2016;500
20/08/2016;740
21/08/2016;700
22/08/2016;390
23/08/2016;580
24/08/2016;510
25/08/2016;490
26/08/2016;500
27/08/2016;650
28/08/2016;680
29/08/2016;490
30/08/2016;410
31/08/2016;500
01/09/2016;620
02/09/2016;630
03/09/2016;490
04/09/2016;580
05/09/2016;450
06/09/2016;460
07/09/2016;470
08/09/2016;450
09/09/2016;530
10/09/2016;500
11/09/2016;530
12/09/2016;370
13/09/2016;330
14/09/2016;560
15/09/2016;610
16/09/2016;430
17/09/2016;480
18/09/2016;620
19/09/2016;420
20/09/2016;480
21/09/2016;480
22/09/2016;430
23/09/2016;490
24/09/2016;590
25/09/2016;590
26/09/2016;400
27/09/2016;440
28/09/2016;510
29/09/2016;500
30/09/2016;540
01/10/2016;410
02/10/2016;690
03/10/2016;320
04/10/2016;330
05/10/2016;480
06/10/2016;530
07/10/2016;490
08/10/2016;560
09/10/2016;520
10/10/2016;370
11/10/2016;410
12/10/2016;480
13/10/2016;380
14/10/2016;400
15/10/2016;680
16/10/2016;600
17/10/2016;340
18/10/2016;240
19/10/2016;480
20/10/2016;480
21/10/2016;420
22/10/2016;420
23/10/2016;620
24/10/2016;390
25/10/2016;370
26/10/2016;440
27/10/2016;610
28/10/2016;490
29/10/2016;540
30/10/2016;540
31/10/2016;450
01/11/2016;360
02/11/2016;280
03/11/2016;580
04/11/2016;610
05/11/2016;660
06/11/2016;590
07/11/2016;440
08/11/2016;530
09/11/2016;470
10/11/2016;540
11/11/2016;500
12/11/2016;520
13/11/2016;640
14/11/2016;410
15/11/2016;500
16/11/2016;470
17/11/2016;540
18/11/2016;540
19/11/2016;610
20/11/2016;550
21/11/2016;420
22/11/2016;470
23/11/2016;450
24/11/2016;430
25/11/2016;590
26/11/2016;540
27/11/2016;550
28/11/2016;400
29/11/2016;540
30/11/2016;490
01/12/2016;360
02/12/2016;320
03/12/2016;400
04/12/2016;340
05/12/2016;210
06/12/2016;440
07/12/2016;530
08/12/2016;460
09/12/2016;320
10/12/2016;390
11/12/2016;430
12/12/2016;300
13/12/2016;410
14/12/2016;310
15/12/2016;360
16/12/2016;310
17/12/2016;460
18/12/2016;430
19/12/2016;210
20/12/2016;400
21/12/2016;410
22/12/2016;340
23/12/2016;390
24/12/2016;290
25/12/2016;290
26/12/2016;330
27/12/2016;350
28/12/2016;350
29/12/2016;300
30/12/2016;370
31/12/2016;410
01/01/2017;430
02/01/2017;290
03/01/2017;420
04/01/2017;360
05/01/2017;440
06/01/2017;400
07/01/2017;310
08/01/2017;510
09/01/2017;280
10/01/2017;260
11/01/2017;260
12/01/2017;310
13/01/2017;340
14/01/2017;400
15/01/2017;360
16/01/2017;220
17/01/2017;300
18/01/2017;290
19/01/2017;430
20/01/2017;400
21/01/2017;320
22/01/2017;450
23/01/2017;350
24/01/2017;290
25/01/2017;340
26/01/2017;360
27/01/2017;330
28/01/2017;340
29/01/2017;370
30/01/2017;340
31/01/2017;370
01/02/2017;410
02/02/2017;350
03/02/2017;400
04/02/2017;380
05/02/2017;450
06/02/2017;260
07/02/2017;320
08/02/2017;440
09/02/2017;500
10/02/2017;370
11/02/2017;350
12/02/2017;540
13/02/2017;240
14/02/2017;240
15/02/2017;500
16/02/2017;370
17/02/2017;420
18/02/2017;410
19/02/2017;480
20/02/2017;490
21/02/2017;360
22/02/2017;350
23/02/2017;340
24/02/2017;440
25/02/2017;480
26/02/2017;410
27/02/2017;350
28/02/2017;360
01/03/2017;320
02/03/2017;490
03/03/2017;470
04/03/2017;540
05/03/2017;600
06/03/2017;410
07/03/2017;330
08/03/2017;470
09/03/2017;540
10/03/2017;410
11/03/2017;600
12/03/2017;430
13/03/2017;230
14/03/2017;510
15/03/2017;480
16/03/2017;450
17/03/2017;440
18/03/2017;520
19/03/2017;580
20/03/2017;240
21/03/2017;440
22/03/2017;430
23/03/2017;370
24/03/2017;460
25/03/2017;480
26/03/2017;470
27/03/2017;360
28/03/2017;420
29/03/2017;390
30/03/2017;580
31/03/2017;550
01/04/2017;480
02/04/2017;580
03/04/2017;300
04/04/2017;460
05/04/2017;480
06/04/2017;440
07/04/2017;660
08/04/2017;640
09/04/2017;530
10/04/2017;400
11/04/2017;480
12/04/2017;480
13/04/2017;590
14/04/2017;350
15/04/2017;580
16/04/2017;700
17/04/2017;410
18/04/2017;530
19/04/2017;460
20/04/2017;570
21/04/2017;540
22/04/2017;580
23/04/2017;640
24/04/2017;470
25/04/2017;470
26/04/2017;530
27/04/2017;430
28/04/2017;450
29/04/2017;500
30/04/2017;610
01/05/2017;460
02/05/2017;580
03/05/2017;460
04/05/2017;700
05/05/2017;750
06/05/2017;730
07/05/2017;740
08/05/2017;430
09/05/2017;500
10/05/2017;580
11/05/2017;640
12/05/2017;360
13/05/2017;550
14/05/2017;570
15/05/2017;470
16/05/2017;590
17/05/2017;520
18/05/2017;610
19/05/2017;690
20/05/2017;620
21/05/2017;700
22/05/2017;420
23/05/2017;600
24/05/2017;470
25/05/2017;570
26/05/2017;620
27/05/2017;670
28/05/2017;800
29/05/2017;430
30/05/2017;560
31/05/2017;470
01/06/2017;560
02/06/2017;440
03/06/2017;790
04/06/2017;790
05/06/2017;430
06/06/2017;400
07/06/2017;480
08/06/2017;660
09/06/2017;620
10/06/2017;660
11/06/2017;800
12/06/2017;570
13/06/2017;460
14/06/2017;510
15/06/2017;640
16/06/2017;660
17/06/2017;740
18/06/2017;710
19/06/2017;440
20/06/2017;670
21/06/2017;730
22/06/2017;590
23/06/2017;660
24/06/2017;660
25/06/2017;860
26/06/2017;530
27/06/2017;750
28/06/2017;570
29/06/2017;490
30/06/2017;710
01/07/2017;530
02/07/2017;660
03/07/2017;380
04/07/2017;590
05/07/2017;570
06/07/2017;670
07/07/2017;630
08/07/2017;740
09/07/2017;830
10/07/2017;430
11/07/2017;690
12/07/2017;660
13/07/2017;620
14/07/2017;720
15/07/2017;780
16/07/2017;910
17/07/2017;550
18/07/2017;630
19/07/2017;750
20/07/2017;640
21/07/2017;670
22/07/2017;590
23/07/2017;760
24/07/2017;490
25/07/2017;640
26/07/2017;550
27/07/2017;700
28/07/2017;580
29/07/2017;840
30/07/2017;580
31/07/2017;460
01/08/2017;620
02/08/2017;410
03/08/2017;540
04/08/2017;640
05/08/2017;630
06/08/2017;570
07/08/2017;440
08/08/2017;570
09/08/2017;430
10/08/2017;550
11/08/2017;590
12/08/2017;550
13/08/2017;650
14/08/2017;360
15/08/2017;470
16/08/2017;540
17/08/2017;690
18/08/2017;630
19/08/2017;750
20/08/2017;600
21/08/2017;520
22/08/2017;510
23/08/2017;720
24/08/2017;560
25/08/2017;650
26/08/2017;920
27/08/2017;780
28/08/2017;370
29/08/2017;500
30/08/2017;430
31/08/2017;480
01/09/2017;500
02/09/2017;640
03/09/2017;660
04/09/2017;350
05/09/2017;480
06/09/2017;460
07/09/2017;520
08/09/2017;470
09/09/2017;610
10/09/2017;530
11/09/2017;400
12/09/2017;410
13/09/2017;490
14/09/2017;480
15/09/2017;620
16/09/2017;560
17/09/2017;670
18/09/2017;560
19/09/2017;360
20/09/2017;540
21/09/2017;460
22/09/2017;570
23/09/2017;520
24/09/2017;420
25/09/2017;320
26/09/2017;530
27/09/2017;580
28/09/2017;540
29/09/2017;540
30/09/2017;650
01/10/2017;480
02/10/2017;340
03/10/2017;470
04/10/2017;510
05/10/2017;340
06/10/2017;600
07/10/2017;410
08/10/2017;740
09/10/2017;360
10/10/2017;530
11/10/2017;520
12/10/2017;480
13/10/2017;540
14/10/2017;620
15/10/2017;540
16/10/2017;410
17/10/2017;450
18/10/2017;530
19/10/2017;460
20/10/2017;510
21/10/2017;530
22/10/2017;730
23/10/2017;350
24/10/2017;480
25/10/2017;480
26/10/2017;350
27/10/2017;500
28/10/2017;470
29/10/2017;710
30/10/2017;400
31/10/2017;410
01/11/2017;540
02/11/2017;470
03/11/2017;690
04/11/2017;660
05/11/2017;610
06/11/2017;340
07/11/2017;530
08/11/2017;400
09/11/2017;590
10/11/2017;560
11/11/2017;670
12/11/2017;730
13/11/2017;500
14/11/2017;500
15/11/2017;300
16/11/2017;640
17/11/2017;500
18/11/2017;650
19/11/2017;700
20/11/2017;410
21/11/2017;560
22/11/2017;530
23/11/2017;620
24/11/2017;510
25/11/2017;620
26/11/2017;530
27/11/2017;310
28/11/2017;480
29/11/2017;450
30/11/2017;600
01/12/2017;450
02/12/2017;490
03/12/2017;490
04/12/2017;290
05/12/2017;430
06/12/2017;300
07/12/2017;380
08/12/2017;330
09/12/2017;410
10/12/2017;510
11/12/2017;230
12/12/2017;370
13/12/2017;360
14/12/2017;300
15/12/2017;480
16/12/2017;450
17/12/2017;350
18/12/2017;250
19/12/2017;420
20/12/2017;360
21/12/2017;420
22/12/2017;370
23/12/2017;490
24/12/2017;470
25/12/2017;300
26/12/2017;440
27/12/2017;300
28/12/2017;480
29/12/2017;360
30/12/2017;330
31/12/2017;420
01/01/2016;370
02/01/2016;340
03/01/2016;330
04/01/2016;210
05/01/2016;340
06/01/2016;300
07/01/2016;240
08/01/2016;340
09/01/2016;290
10/01/2016;300
11/01/2016;250
12/01/2016;230
13/01/2016;210
14/01/2016;260
15/01/2016;240
16/01/2016;240
17/01/2016;240
18/01/2016;220
19/01/2016;340
20/01/2016;230
21/01/2016;350
22/01/2016;250
23/01/2016;290
24/01/2016;360
25/01/2016;180
26/01/2016;290
27/01/2016;250
28/01/2016;200
29/01/2016;400
30/01/2016;350
31/01/2016;270
01/02/2016;280
02/02/2016;330
03/02/2016;260
04/02/2016;280
05/02/2016;440
06/02/2016;290
07/02/2016;310
08/02/2016;280
09/02/2016;260
10/02/2016;370
11/02/2016;320
12/02/2016;340
13/02/2016;370
14/02/2016;350
15/02/2016;290
16/02/2016;290
17/02/2016;230
18/02/2016;340
19/02/2016;360
20/02/2016;410
21/02/2016;440
22/02/2016;300
23/02/2016;290
24/02/2016;350
25/02/2016;280
26/02/2016;340
27/02/2016;260
28/02/2016;350
29/02/2016;300
01/03/2016;330
02/03/2016;320
03/03/2016;450
04/03/2016;490
05/03/2016;360
06/03/2016;520
07/03/2016;320
08/03/2016;300
09/03/2016;310
10/03/2016;360
11/03/2016;370
12/03/2016;420
13/03/2016;550
14/03/2016;250
15/03/2016;260
16/03/2016;410
17/03/2016;410
18/03/2016;480
19/03/2016;420
20/03/2016;510
21/03/2016;180
22/03/2016;490
23/03/2016;350
24/03/2016;380
25/03/2016;310
26/03/2016;490
27/03/2016;510
28/03/2016;270
29/03/2016;390
30/03/2016;290
31/03/2016;340
01/04/2016;460
02/04/2016;450
03/04/2016;490
04/04/2016;310
05/04/2016;530
06/04/2016;300
07/04/2016;490
08/04/2016;510
09/04/2016;700
10/04/2016;520
11/04/2016;350
12/04/2016;310
13/04/2016;380
14/04/2016;450
15/04/2016;600
16/04/2016;610
17/04/2016;540
18/04/2016;360
19/04/2016;390
20/04/2016;520
21/04/2016;500
22/04/2016;450
23/04/2016;570
24/04/2016;640
25/04/2016;390
26/04/2016;450
27/04/2016;430
28/04/2016;430
29/04/2016;460
30/04/2016;650
01/05/2016;520
02/05/2016;320
03/05/2016;370
04/05/2016;450
05/05/2016;470
06/05/2016;390
07/05/2016;390
08/05/2016;560
09/05/2016;460
10/05/2016;440
11/05/2016;400
12/05/2016;480
13/05/2016;580
14/05/2016;540
15/05/2016;480
16/05/2016;450
17/05/2016;460
18/05/2016;390
19/05/2016;490
20/05/2016;490
21/05/2016;530
22/05/2016;530
23/05/2016;440
24/05/2016;390
25/05/2016;460
26/05/2016;440
27/05/2016;480
28/05/2016;460
29/05/2016;620
30/05/2016;470
31/05/2016;420
01/06/2016;370
02/06/2016;530
03/06/2016;410
04/06/2016;530
05/06/2016;650
06/06/2016;420
07/06/2016;390
08/06/2016;520
09/06/2016;570
10/06/2016;560
11/06/2016;600
12/06/2016;520
13/06/2016;380
14/06/2016;510
15/06/2016;410
16/06/2016;550
17/06/2016;580
18/06/2016;670
19/06/2016;650
20/06/2016;410
21/06/2016;430
22/06/2016;500
23/06/2016;570
24/06/2016;570
25/06/2016;530
26/06/2016;620
27/06/2016;370
28/06/2016;410
29/06/2016;520
30/06/2016;420
01/07/2016;470
02/07/2016;740
03/07/2016;600
04/07/2016;380
05/07/2016;470
06/07/2016;500
07/07/2016;620
08/07/2016;580
09/07/2016;630
10/07/2016;770
11/07/2016;510
12/07/2016;480
13/07/2016;420
14/07/2016;630
15/07/2016;620
16/07/2016;540
17/07/2016;620
18/07/2016;370
19/07/2016;540
20/07/2016;500
21/07/2016;540
22/07/2016;660
23/07/2016;540
24/07/2016;680
25/07/2016;360
26/07/2016;500
27/07/2016;430
28/07/2016;520
29/07/2016;560
30/07/2016;550
31/07/2016;650
01/08/2016;330
02/08/2016;470
03/08/2016;480
04/08/2016;500
05/08/2016;460
06/08/2016;410
07/08/2016;550
08/08/2016;330
09/08/2016;370
10/08/2016;380
11/08/2016;430
12/08/2016;580
13/08/2016;550
14/08/2016;480
15/08/2016;380
16/08/2016;510
17/08/2016;480
18/08/2016;350
19/08/2016;370
20/08/2016;530
21/08/2016;600
22/08/2016;300
23/08/2016;450
24/08/2016;470
25/08/2016;470
26/08/2016;480
27/08/2016;600
28/08/2016;570
29/08/2016;560
30/08/2016;570
31/08/2016;610
01/09/2016;440
02/09/2016;490
03/09/2016;560
04/09/2016;440
05/09/2016;360
06/09/2016;400
07/09/2016;460
08/09/2016;400
09/09/2016;390
10/09/2016;580
11/09/2016;490
12/09/2016;260
13/09/2016;400
14/09/2016;420
15/09/2016;540
16/09/2016;390
17/09/2016;560
18/09/2016;610
19/09/2016;280
20/09/2016;420
21/09/2016;380
22/09/2016;400
23/09/2016;500
24/09/2016;600
25/09/2016;550
26/09/2016;390
27/09/2016;460
28/09/2016;430
29/09/2016;470
30/09/2016;410
01/10/2016;470
02/10/2016;370
03/10/2016;310
04/10/2016;410
05/10/2016;410
06/10/2016;380
07/10/2016;440
08/10/2016;490
09/10/2016;520
10/10/2016;390
11/10/2016;330
12/10/2016;350
13/10/2016;430
14/10/2016;480
15/10/2016;490
16/10/2016;540
17/10/2016;290
18/10/2016;470
19/10/2016;380
20/10/2016;430
21/10/2016;410
22/10/2016;440
23/10/2016;620
24/10/2016;250
25/10/2016;410
26/10/2016;370
27/10/2016;440
28/10/2016;440
29/10/2016;420
30/10/2016;520
31/10/2016;290
01/11/2016;510
02/11/2016;400
03/11/2016;470
04/11/2016;400
05/11/2016;580
06/11/2016;520
07/11/2016;300
08/11/2016;410
09/11/2016;340
10/11/2016;480
11/11/2016;550
12/11/2016;580
13/11/2016;600
14/11/2016;430
15/11/2016;430
16/11/2016;360
17/11/2016;530
18/11/2016;540
19/11/2016;610
20/11/2016;500
21/11/2016;360
22/11/2016;410
23/11/2016;460
24/11/2016;530
25/11/2016;560
26/11/2016;520
27/11/2016;580
28/11/2016;360
29/11/2016;310
30/11/2016;540
01/12/2016;330
02/12/2016;330
03/12/2016;340
04/12/2016;320
05/12/2016;210
06/12/2016;320
07/12/2016;280
08/12/2016;350
09/12/2016;290
10/12/2016;330
11/12/2016;390
12/12/2016;190
13/12/2016;250
14/12/2016;310
15/12/2016;290
16/12/2016;360
17/12/2016;340
18/12/2016;340
19/12/2016;230
20/12/2016;290
21/12/2016;250
22/12/2016;380
23/12/2016;230
24/12/2016;450
25/12/2016;430
26/12/2016;150
27/12/2016;250
28/12/2016;310
29/12/2016;370
30/12/2016;400
31/12/2016;290
01/01/2017;270
02/01/2017;220
03/01/2017;280
04/01/2017;280
05/01/2017;290
